ID,NAME
12919,2z5b_1_A
10200,3c6k_1_A
22,1wg8_1_A
8434,1jid_1_A
6919,4u3v_1_A
14464,2i5i_1_A
3828,2vsv_1_A
8698,2vq5_1_A
4283,4cte_1_A
96,3c5x_1_B
3394,1um0_1_A
1471,5dth_1_A
4807,3ifv_1_C
13161,1uz4_1_A
14430,2b4a_1_A
9411,3a1b_1_A
9751,2amh_1_A
11778,1ko7_1_A
5870,4rle_1_A
5828,4yx1_1_B
11290,3gmg_1_B
7903,5h2g_1_B
921,4j0w_1_A
10888,2r2c_1_B
390,3wo6_1_A
6941,3vol_1_A
120,4jwq_1_A
10989,5jno_1_A
7807,3htu_1_A
13059,5c8g_1_A
5743,3ecn_1_A
12693,3zwf_1_B
1912,2doh_1_B
12880,5cm2_1_A
13311,4w7u_1_A
9141,5azc_1_A
1573,4be2_1_A
2204,3wvc_1_A
6297,2eky_1_B
10767,1jmt_1_A
9442,1g0d_1_A
14390,3s2x_1_A
13652,2ics_1_A
10951,1rj8_1_A
1633,5wzq_1_A
58,2oq0_1_A
6557,3ucg_1_A
5329,5oup_1_A
10128,5kvr_1_B
589,4h18_1_A
1547,3fri_1_A
5170,1zck_1_A
10792,3q47_1_A
324,2xxl_1_A
10963,1y79_1_A
6952,3sn0_1_A
14856,5y9g_1_A
2932,2xts_1_C
9211,3qbm_1_B
1265,1bw0_1_A
13795,3qb8_1_A
10580,3igq_1_D
1712,6bxn_1_A
12972,4itc_1_A
13535,5buk_1_A
4761,4mqd_1_B
1739,3kop_1_C
13072,5agy_1_A
10531,4ay7_1_A
12420,3ot2_1_B
7914,5dma_1_A
12218,3ty1_1_C
3162,5i4z_1_B
5947,2gux_1_A
11662,3g6t_1_A
8386,1sqd_1_A
145,4axi_1_A
2643,3e1e_1_C
8944,5mw0_1_A
10937,4a0e_1_A
13317,2r6v_1_A
11408,4dam_1_D
6753,3ajw_1_B
7766,2a9u_1_B
891,3ixc_1_A
13872,2q0e_1_A
5122,4g2p_1_A
2013,4qlz_1_B
328,3vg8_1_B
6426,3k2q_1_B
11631,5chc_1_A
12543,3klu_1_A
7762,5kcm_1_A
3268,4zqv_1_A
10556,4lhd_1_A
12373,3rnl_1_A
3589,4dap_1_A
4874,3kv1_1_B
1235,4ags_1_B
2376,2d2f_1_A
1086,3aj3_1_A
6145,4u04_1_A
8337,2j6z_1_A
14062,1jbr_1_A
6585,4qyb_1_B
3635,4gpc_1_A
13582,2d4u_1_B
655,4nnj_1_A
3079,4hq1_1_A
14154,3ztv_1_A
5891,2ofp_1_A
1493,3g9b_1_A
6940,2obb_1_B
7376,5ejr_1_A
4604,3zxp_1_A
3889,5xbu_1_A
12665,4zyc_1_A
7712,1u2z_1_A
10686,2iuy_1_A
1116,3gfb_1_A
6188,2wsw_1_A
1890,4dns_1_A
771,5hno_1_B
2295,3c8l_1_A
12075,3v8h_1_B
4823,3zg6_1_A
42,5vmo_1_A
11997,4rz9_1_A
9048,1zxk_1_B
2285,4nqw_1_A
10931,3qq6_1_B
2621,5mqq_1_B
7542,3gzr_1_B
1848,2dkd_1_A
13266,2f9i_1_C
9893,3mwg_1_A
9088,3aq5_1_A
7646,3ihu_1_A
2745,5efr_1_A
4325,1vl5_1_A
3289,5foe_1_A
6287,4cfi_1_A
2995,3jyo_1_A
14649,3nqp_1_A
8819,3cjp_1_B
11495,6f23_1_A
10135,3oga_1_A
4973,2ox7_1_A
1774,4ofj_1_A
3158,5gu7_1_A
5342,3gyc_1_A
11567,3vwc_1_A
2380,1g5c_1_B
2238,2d4p_1_A
12935,5vit_1_B
13944,1eai_1_D
6274,4c98_1_B
123,5g4a_1_A
430,1h21_1_B
4083,3gb3_1_A
10523,5jp0_1_A
2777,3oq4_1_A
2809,2nzc_1_B
9725,5dcs_1_A
2217,1gg4_1_A
10940,3boh_1_A
14376,3t4n_1_A
11471,5tc2_1_B
4948,2ynm_1_H
14704,3ihb_1_A
2467,1tgs_1_A
13263,3t90_1_B
2387,4pgz_1_B
5089,5wx4_1_A
2378,3bdd_1_B
9630,2hu9_1_A
14028,4wwb_1_A
12391,2ds5_1_B
7780,1w0j_1_C
6403,4nrh_1_A
14476,4mkm_1_A
14021,3e0x_1_A
7760,4h87_1_B
12652,3w3w_1_A
2677,3tdv_1_A
4534,1hlb_1_A
14144,2qkb_1_B
2566,3f8m_1_B
14811,4gr2_1_A
14510,5kod_1_A
5350,3fqd_1_A
7528,4zb7_1_B
11757,5tug_1_A
7334,5tv6_1_A
10838,2q28_1_A
13511,2oo0_1_B
11180,4ou6_1_B
14388,2qyv_1_B
14139,2vdu_1_A
3897,3pas_1_A
5872,3fau_1_B
819,2h6b_1_A
12734,5a06_1_A
9722,2evu_1_A
2718,3kdf_1_C
7361,1c7s_1_A
12566,3fhf_1_A
11074,3cj8_1_A
7657,5lod_1_B
8807,4juy_1_A
12034,3dzb_1_A
9636,3zpj_1_A
192,4aoz_1_B
11960,3ahq_1_A
13555,4l4q_1_A
4846,3mx7_1_A
93,2exe_1_A
10488,5l09_1_A
7394,1sgc_1_A
12591,6cw0_1_B
9590,1fe8_1_A
7536,3g5r_1_A
14060,2qne_1_B
7142,1ox7_1_B
8850,3gwj_1_A
1126,4joq_1_B
33,1u84_1_A
4772,4e9j_1_B
4762,3sy6_1_B
2844,2w50_1_A
11995,3v67_1_B
8508,3bjr_1_B
13777,5n5p_1_A
6475,4euo_1_A
5209,2fax_1_A
11969,2fbl_1_A
11099,5hxf_1_A
5581,2qvm_1_A
6781,1j27_1_A
6839,5edl_1_A
7051,2xi9_1_A
4434,3nkl_1_A
5243,5i39_1_A
8477,3nut_1_B
1714,4r9g_1_A
695,1es8_1_B
3043,3nrv_1_A
649,3hxj_1_B
5685,4qtt_1_B
14122,4y7o_1_B
5380,4rpc_1_A
12209,3eiw_1_A
8277,3kke_1_B
6555,2q4h_1_A
6044,3jtn_1_A
13268,2iu5_1_B
3297,3zja_1_A
5550,5nji_1_A
14900,2b7u_1_A
7970,2w83_1_D
12489,2pq7_1_B
13229,2xhh_1_A
1171,2imd_1_A
13610,4f3r_1_A
2792,1h7s_1_A
9810,3hmh_1_A
10808,1m93_1_B
7423,4std_1_A
5390,1jfx_1_A
13576,2o8g_1_B
9201,1t6t_1_A
11467,5xb6_1_B
5294,5wbf_1_A
998,4x33_1_A
13322,3hv8_1_A
7740,3p69_1_A
14964,5jpo_1_H
201,1dul_1_A
13823,4zgf_1_A
3251,4gyo_1_A
8885,3nyy_1_B
3354,5xgc_1_A
14944,3ugj_1_A
8206,3rri_1_A
1942,3dfi_1_A
449,3dal_1_B
2292,3b69_1_A
7317,6emy_1_A
3045,2b67_1_B
11170,4q1z_1_A
4383,1q05_1_B
9819,3npd_1_A
7610,2o70_1_A
1668,5g4x_1_A
1572,5utk_1_B
6323,4ut1_1_A
2080,2nn2_1_A
12922,2qkp_1_B
2780,4k5r_1_B
13952,4q35_1_B
10700,4zfk_1_B
4021,2qs7_1_A
9626,4jmq_1_A
7056,4psm_1_A
11915,1pzw_1_B
12890,3exz_1_B
8793,2ek0_1_A
6178,1r6b_1_A
540,2xcm_1_B
13923,4jw0_1_B
13986,1oq1_1_A
13773,1mb1_1_A
14419,3kdw_1_A
13885,1q7f_1_A
13559,3bjn_1_A
10596,4bgu_1_A
4165,2gah_1_A
4629,1mqv_1_A
12091,1qas_1_A
9181,1z8h_1_A
3748,3m6m_1_E
10800,3ddh_1_B
11663,5u6s_1_A
4227,5udf_1_A
1674,3cbn_1_A
942,4m70_1_A
8768,5w5a_1_B
911,3h9m_1_A
1160,4a1r_1_A
10199,5lug_1_A
11769,1ois_1_A
9712,2ihr_1_A
12445,3mjf_1_A
4540,1vqs_1_B
14391,1cwy_1_A
2096,4hz9_1_D
15000,5a53_1_A
5551,3ilk_1_B
3899,3a6k_1_A
5835,5vvh_1_B
13377,3lx4_1_A
11157,3czx_1_B
2977,2e3u_1_A
8354,3m8j_1_B
14172,3t7l_1_A
9688,2f6h_1_A
11559,2wg5_1_A
8034,5m2a_1_A
15033,4ggp_1_A
1509,6fth_1_A
10795,5bmo_1_C
11376,3egl_1_A
7885,2p5k_1_A
7424,5i62_1_A
1519,5e1v_1_A
815,3qi7_1_A
8304,4gqw_1_A
8985,4b3x_1_A
10326,2q2b_1_A
9481,4zf3_1_A
12816,3gaz_1_B
11834,4psi_1_A
14098,4me3_1_A
5335,1qw2_1_A
391,5cz1_1_A
12989,5uwa_1_A
127,4kt6_1_A
9681,3lm6_1_A
1156,4ehc_1_A
5135,3czb_1_A
5993,1xfk_1_A
10986,1y4w_1_A
2901,5fqd_1_B
10546,4hsp_1_A
10952,2qb6_1_A
10119,1svy_1_A
13670,2b9c_1_A
3197,2dpl_1_B
5693,4uzz_1_B
12442,2hzm_1_B
13215,3ikb_1_A
7406,6ero_1_A
2846,3lrq_1_A
12,5wy4_1_A
12286,2nr7_1_A
5479,3o7o_1_A
1769,5aqh_1_B
2111,4uuj_1_C
5334,3tej_1_A
13272,1y63_1_A
7836,3hwr_1_B
14637,2w2n_1_C
8105,5d1i_1_B
1831,2vsu_1_C
9221,3sov_1_A
11073,4m01_1_A
6967,3c3j_1_B
1328,5ngl_1_A
1066,3aac_1_A
8006,3ihg_1_A
13630,3pzt_1_A
2590,2y6u_1_B
6931,2ea1_1_A
9974,3a1q_1_C
8174,2f9h_1_B
8915,3cx5_1_I
11288,1xhk_1_A
2756,4nfu_1_B
316,1dbh_1_A
8231,4xz7_1_A
11383,1nf3_1_B
11026,2e1t_1_A
2734,2q4w_1_A
2123,4ye6_1_A
4764,3wqt_1_A
5830,1q67_1_A
12831,3aly_1_A
10054,3hb0_1_A
3974,3icu_1_B
4731,3pss_1_B
9431,3b8b_1_A
6295,2b3d_1_B
9116,1hf2_1_A
14249,2xva_1_A
6643,3qw9_1_B
370,9gaa_1_A
11782,4ion_1_A
3258,3v7o_1_B
4503,2o3f_1_A
11990,3tbn_1_A
3773,4euu_1_B
9813,1uun_1_A
4912,4i7d_1_A
13075,1jos_1_A
7561,1yt3_1_A
8953,4cia_1_B
6537,2ob9_1_B
1637,2x9w_1_A
5604,4gew_1_B
6017,4k1p_1_A
12029,2eis_1_A
10084,3df8_1_B
6954,5c8a_1_C
11113,3fxe_1_A
7132,4m35_1_A
14187,4tn0_1_A
11360,3tva_1_A
5861,3b4x_1_A
8399,2pag_1_A
11343,5xga_1_A
2694,5d1m_1_B
3732,5umr_1_A
1972,1q1l_1_B
10367,3ffr_1_B
7952,5twa_1_A
4857,2ql2_1_B
4223,2ihv_1_A
9012,2hyt_1_B
8189,3fnr_1_A
4964,5jbl_1_C
12388,2vqo_1_A
3409,3ipp_1_A
8298,4ewi_1_A
417,3bqw_1_A
1479,1efd_1_A
4150,1h2e_1_A
2856,2fur_1_B
14536,1wpn_1_B
9525,3eyy_1_B
5051,4y93_1_A
12741,5ke3_1_A
7,2azj_1_B
483,5imu_1_A
13380,6bgc_1_A
2746,3dpj_1_B
3683,2w6l_1_A
7652,3fqi_1_A
7250,3vtn_1_A
5959,5elt_1_A
3449,2fea_1_A
2876,5yp1_1_A
5376,5a4o_1_A
11993,2uxt_1_A
2441,4ur3_1_A
11437,4iap_1_A
1251,6b2v_1_A
6455,3hut_1_A
14254,2a96_1_B
2040,3onq_1_C
8723,3fwy_1_A
13047,5du9_1_A
5397,2ibg_1_B
6655,4g6q_1_B
4076,3tr5_1_A
10052,3fd4_1_A
10916,4rqm_1_A
2864,6fae_1_A
11560,3uum_1_A
11544,3hrn_1_A
14544,2fi7_1_A
8158,2p9x_1_A
14518,3cer_1_A
11537,4a2c_1_A
326,1q0z_1_A
4938,3s4r_1_A
11572,1rhy_1_A
13105,2woz_1_B
1756,2ekd_1_F
13412,1jy3_1_A
5697,4lgc_1_A
2806,2a2m_1_A
14817,3zwa_1_A
5754,4l0p_1_A
2073,5lb3_1_A
12696,2a15_1_A
13807,3s93_1_A
6571,3zlc_1_A
12372,3c9u_1_B
134,4zwb_1_A
9254,3rco_1_A
4236,2ijc_1_F
3785,5uh0_1_A
7584,4zw2_1_A
5032,3fjs_1_B
4418,1w98_1_B
5881,3sl2_1_A
7152,4pfi_1_A
2226,2pm7_1_A
6160,1v2x_1_B
10241,4ng0_1_A
10432,2yvr_1_B
1709,4q6b_1_A
14240,5e0z_1_A
4740,2bhw_1_A
14266,5lou_1_A
6193,4mh4_1_B
12101,3fav_1_A
7517,4oog_1_B
13787,3apq_1_A
1691,2d0b_1_A
8531,5uqi_1_A
3334,5fcc_1_A
849,3oa8_1_B
8521,5mwk_1_A
839,3es4_1_B
14174,3ol3_1_A
6730,3kae_1_A
5906,2fu2_1_A
3692,3eab_1_A
4220,3qtm_1_A
13217,1qbz_1_A
7350,3h5i_1_A
5940,3lnb_1_A
138,3q6b_1_A
1882,1ub4_1_F
1287,3ggn_1_A
8142,4oem_1_C
9103,3czc_1_A
11547,2obp_1_A
2041,4uzg_1_A
11204,5tt4_1_B
5141,4zbw_1_B
12684,5ijh_1_A
6943,1qnx_1_A
10117,5ja9_1_B
3943,1f9a_1_A
11306,3udx_1_A
11111,4hfk_1_B
14372,3g7r_1_A
13911,1z67_1_A
14219,4o06_1_A
5052,1ajc_1_B
13646,5wtq_1_B
6889,3trt_1_B
1943,3gf9_1_A
10822,2h21_1_A
6184,3v93_1_A
1340,5e10_1_A
3356,1wdg_1_B
6293,4z39_1_A
1119,1b79_1_B
12069,5udl_1_A
3199,2zj8_1_A
8680,1k3i_1_A
7784,2cm1_1_A
7789,3kos_1_A
628,3ubf_1_A
12573,4eys_1_A
8602,2inu_1_A
5679,5j7m_1_B
7146,5ioi_1_A
7613,2jd5_1_B
2050,2qww_1_B
11570,2zx0_1_A
7483,5tse_1_A
8044,4f7u_1_A
3169,3p8d_1_A
7430,1t82_1_A
5036,4wp2_1_A
9535,1h0h_1_A
5336,5jd5_1_A
13522,3ts5_1_B
917,3asl_1_A
14588,4lh9_1_A
13060,2znr_1_A
11948,4otn_1_B
1803,3qpf_1_A
11493,3ii7_1_A
10730,3r2u_1_B
5486,3nv0_1_A
558,2gaa_1_A
95,4hrs_1_A
13577,1ga8_1_A
6060,4u0o_1_A
6304,4p2y_1_A
5157,3o5t_1_A
3325,1yhf_1_A
6234,4xsj_1_A
6247,3pfu_1_A
9989,5uqp_1_B
14968,5xgb_1_B
5301,1ye8_1_A
12184,4cnk_1_A
9100,4pzs_1_A
7097,5jv4_1_A
13902,5gpy_1_B
10328,1yir_1_A
8432,5tpk_1_A
5621,5mr9_1_B
11937,3c1u_1_A
7294,5c0q_1_B
3874,4y6c_1_A
6355,1qzh_1_A
9862,4n9w_1_A
3424,4bji_1_A
8032,2eg5_1_B
10486,2yhx_1_A
2743,2hy5_1_B
1410,5jcd_1_A
4866,2y51_1_A
14221,2bsw_1_A
7482,3kyj_1_B
5321,1n3l_1_A
1158,1nd4_1_B
4486,1jhj_1_A
1247,4pf6_1_A
14284,4om9_1_A
12544,1mkm_1_B
6649,5dp1_1_A
9128,2fez_1_A
10051,4xgo_1_B
3541,3bf4_1_B
12290,5gyy_1_D
12282,5e8d_1_A
7150,5x6v_1_G
8288,3udz_1_A
4901,2z84_1_A
1720,5g37_1_A
5191,1t5y_1_A
10151,1t7l_1_A
13731,2pa8_1_B
2888,1a6l_1_A
7761,2ztd_1_A
5625,2zsh_1_B
14512,1mu2_1_B
6657,1l0q_1_A
933,2ca9_1_B
12687,3b7h_1_B
3699,3ku0_1_A
6356,1g6i_1_A
4116,2ifx_1_B
5507,4xb6_1_G
7390,3ive_1_A
7880,3d6i_1_A
8788,2jlp_1_D
44,3dea_1_A
6298,6ei1_1_A
8608,3jvo_1_G
13220,5c9z_1_B
3686,3jtc_1_A
5411,3cp3_1_B
1219,5tzq_1_A
2156,3sxu_1_B
12867,1txj_1_A
7707,1vkf_1_A
881,2z01_1_A
3466,2pij_1_A
3421,2r32_1_A
5326,5o63_1_A
14525,5v2o_1_A
4214,2hlh_1_A
873,2fau_1_A
9390,3kqf_1_A
14531,2p23_1_A
9802,3lp5_1_A
11139,5a6s_1_C
11193,3ck1_1_A
6759,5wjd_1_A
10181,5hwj_1_A
14760,4k6n_1_A
14453,3g9r_1_C
475,3mil_1_B
1384,3bwg_1_A
2045,5xn9_1_A
8059,4nb0_1_B
4353,3ea0_1_A
4104,2yxh_1_B
2624,2q78_1_B
12308,2gau_1_B
6461,2x3v_1_B
5776,4qmi_1_A
383,3dxi_1_B
888,1bcs_1_B
1741,5ttd_1_A
3114,4r1d_1_A
14620,4h2x_1_A
752,4ehm_1_A
5167,3bul_1_A
13261,3czp_1_B
12095,3eo5_1_A
13839,5nch_1_A
10395,4fz2_1_B
9600,5hmn_1_B
6010,3r8q_1_A
13927,3x0v_1_B
626,3m73_1_A
8107,3f7w_1_A
10587,5fo8_1_A
9289,2a9i_1_A
3998,5egf_1_C
2362,3k2n_1_B
4431,1u05_1_A
10299,2csu_1_B
8514,2pbf_1_A
3774,5dae_1_A
14693,2qy1_1_A
11822,1zhv_1_A
3050,3in9_1_A
1212,2xwx_1_B
8701,1ufq_1_B
6992,5ccx_1_A
3275,3gm5_1_B
7397,4yx7_1_C
9679,3nre_1_A
14425,2occ_1_I
13588,3kuz_1_B
4234,1ec5_1_A
13627,4e45_1_E
5753,3d3h_1_B
2060,5xsd_1_A
2352,5b82_1_A
912,3fhk_1_A
199,2reg_1_A
11925,2r7h_1_A
7017,2wpv_1_A
14405,4o6m_1_A
12710,2j3s_1_A
3134,2j3t_1_D
4485,4yv3_1_C
13687,4dtn_1_A
3464,1fbq_1_B
14418,2r44_1_A
12473,3llt_1_A
5152,3uid_1_A
12996,2opk_1_A
213,3frm_1_B
9236,1q9u_1_B
862,5emx_1_A
14515,4r7s_1_A
9820,2icu_1_A
9514,4mzy_1_A
13409,4f3v_1_A
10008,2znx_1_A
6497,2nxo_1_B
9016,3b5n_1_C
1971,3f44_1_A
7825,2ftz_1_A
4709,2p19_1_B
11908,2hiv_1_A
5930,2i45_1_A
12953,5jwz_1_A
13899,3k7n_1_A
5567,4ekf_1_A
2027,5dxi_1_A
388,5vxz_1_B
14291,1t2p_1_A
5176,2arp_1_D
12137,2bco_1_A
12232,1eer_1_A
2252,3qm3_1_B
5926,1nci_1_B
8224,5bpx_1_A
11212,1i2t_1_A
1375,3nwr_1_B
5351,1wcu_1_A
13237,2fqw_1_A
14761,5aec_1_B
2324,3jzz_1_A
10735,1h1o_1_A
14109,4gc1_1_A
10880,5vc4_1_A
4559,5u77_1_A
6507,1y02_1_A
2840,4yl5_1_B
12532,2v4i_1_D
6216,3exc_1_B
8205,3idf_1_B
4039,1g33_1_A
13144,2hrv_1_A
14837,6eqn_1_A
10987,3ivz_1_A
10830,4dzo_1_A
3257,4jzu_1_A
10938,1iq0_1_A
8444,5xj1_1_A
11200,4lqk_1_A
3417,3okg_1_A
924,3ejk_1_B
14821,1io0_1_A
7697,4xwj_1_A
9288,2j8k_1_A
6370,4mc3_1_A
1514,1b55_1_D
13363,3kcp_1_A
476,4kxw_1_A
7832,3eoz_1_C
14846,4wbx_1_A
9467,3bpj_1_A
6261,3aex_1_A
12936,3vep_1_B
4509,4e5y_1_A
10577,1ya7_1_H
5714,2o0y_1_A
10340,4dxt_1_A
685,4ida_1_A
1859,4eo5_1_B
14161,1v8m_1_A
13201,1e0b_1_B
2187,5m8l_1_A
3068,4z2z_1_A
2605,1o8x_1_A
5799,2qdj_1_A
12648,5c9i_1_B
7252,2v75_1_A
13290,2e7y_1_B
6997,2fyt_1_A
5019,2bq4_1_A
14328,4fzv_1_A
3797,5ltg_1_A
8026,1pmh_1_A
7176,4w9z_1_A
13173,5ffi_1_A
2900,3tj8_1_B
14051,5too_1_A
12353,3er7_1_A
6260,3bje_1_B
2313,6bgu_1_A
12012,5c33_1_A
13992,4lty_1_A
10229,3qhp_1_A
6375,5eow_1_A
13886,4k4i_1_A
1423,5lhk_1_A
8300,5nok_1_A
2591,1x6j_1_A
1553,2pc4_1_C
5784,2gt4_1_A
4211,5xqh_1_A
11735,3in1_1_A
1563,1f8x_1_A
13475,1vlm_1_A
2947,4upk_1_A
13625,2qgs_1_A
9353,4mpt_1_A
13520,3g3p_1_A
4333,2rhm_1_A
12143,2zou_1_A
11624,5hxy_1_A
9108,4mpo_1_A
1812,4hcs_1_A
12630,3swf_1_B
2911,2pd2_1_A
7701,1tkd_1_A
5366,5nal_1_A
4060,1ith_1_A
8239,4k90_1_A
3398,3ghf_1_A
2813,4v2k_1_A
2886,5o7a_1_F
3801,5vip_1_B
11024,1xpj_1_A
12089,4gxw_1_A
12593,5hma_1_A
190,2y9u_1_A
4510,2rjo_1_A
11921,2nsc_1_A
4034,4p63_1_B
1598,3hvq_1_C
3987,2vgx_1_B
12127,2a19_1_C
772,1dzf_1_A
5603,2z0d_1_A
2674,2wfh_1_B
8073,3hms_1_A
11418,3hl4_1_A
7659,5b89_1_B
6307,4gmf_1_B
139,3h3m_1_B
7219,1hjz_1_A
10743,3l7y_1_A
2669,1dgw_1_C
1711,5mbx_1_A
13330,1htm_1_B
11201,5kc9_1_A
10991,5f13_1_A
7523,4i6i_1_A
6953,4krg_1_A
7747,1kx5_1_C
10295,2zze_1_A
3041,1n2a_1_B
8133,4ich_1_A
3396,4yrd_1_A
7028,2r7d_1_A
14971,3evz_1_A
11726,4g33_1_A
3620,3lq9_1_A
10960,3rq0_1_A
10103,4b4y_1_B
11264,3guu_1_A
5250,5k6a_1_C
14674,2zfu_1_A
9544,3hmf_1_A
9387,1j2x_1_A
9050,5cb3_1_A
13098,5kbe_1_A
12873,3woe_1_A
8798,5nir_1_A
4673,3lq7_1_B
8830,3v32_1_A
4476,5hly_1_B
11760,3kg1_1_B
6699,3i1f_1_A
2710,4bxi_1_B
2258,1xg7_1_B
14919,2i9c_1_A
2601,4xiz_1_A
12199,3w8g_1_B
398,2pln_1_B
4930,4poi_1_A
4771,2qdf_1_A
7268,1syo_1_B
3060,3llv_1_A
1981,5v50_1_A
1677,4mix_1_A
3016,2atr_1_A
4653,2guv_1_E
204,5eqt_1_A
13153,3fv6_1_B
10,2yh9_1_B
7082,1qgk_1_B
5428,3k6g_1_A
11337,5irp_1_B
7806,4mtd_1_D
14543,1zym_1_A
9297,4gfi_1_A
627,3bs4_1_A
11065,2f4e_1_A
9566,4hl4_1_A
4380,1vjz_1_A
4370,1ca9_1_A
9427,2bx6_1_A
1590,2vkj_1_A
1869,4ktw_1_A
13020,4r10_1_A
4458,2i1o_1_A
5102,3ggd_1_A
7619,3k3s_1_B
12699,3rwa_1_A
7623,1vfq_1_A
6120,5b5i_1_A
10530,4hcb_1_A
3819,4hwh_1_A
10138,4hr3_1_A
1005,3l4e_1_A
6102,3eus_1_B
4295,1y7y_1_B
9345,5w83_1_B
4915,3rv0_1_B
12632,4xup_1_A
3040,1g12_1_A
4804,3gyg_1_B
10064,1omo_1_B
12043,3cxp_1_A
7241,3m07_1_A
12094,3f59_1_A
12494,3a9f_1_A
7419,5ir2_1_A
10428,4wky_1_B
14434,1mdc_1_A
3242,3nnb_1_A
4496,2q2f_1_B
13920,1omx_1_A
10692,2ckl_1_B
10302,3ima_1_B
3012,5uvr_1_A
3054,4ath_1_A
11853,3o0z_1_B
4405,3hzl_1_A
3709,1k6x_1_A
13447,3g02_1_A
6692,4kif_1_B
11517,2x36_1_B
1550,1axi_1_B
7982,5ggl_1_A
5270,5bup_1_A
3799,5sxh_1_A
8204,2ret_1_G
12894,5xta_1_A
14407,4its_1_A
4314,1aoa_1_A
10083,3mhh_1_A
10891,3f1t_1_B
9324,5uvg_1_A
13328,2gs3_1_A
2154,1pfu_1_A
5125,1oms_1_C
7593,1ogq_1_A
4045,4trb_1_A
8476,3coq_1_B
2872,2d5v_1_A
5628,4kmc_1_A
12487,5wqw_1_A
4542,5k8j_1_B
1642,2f22_1_A
943,5mrs_1_A
1489,3r84_1_B
6806,5enc_1_A
8081,5t87_1_A
3072,3vhj_1_A
8352,1pjc_1_A
10010,2ah5_1_A
4741,1o8u_1_A
7473,3lmz_1_B
3796,4zgc_1_A
8685,4kop_1_A
2125,4zjg_1_A
4322,2a74_1_B
14409,2spc_1_B
13429,5fo5_1_B
13523,3pa8_1_A
7270,4fxx_1_A
8529,1mjt_1_A
12722,3vys_1_A
10884,4m0n_1_A
12322,1uwc_1_A
1684,5ljm_1_A
329,1jyo_1_A
1998,2b9l_1_A
9450,3bxe_1_B
4721,2r3s_1_B
5866,3pvz_1_B
6099,1kk9_1_A
6468,3qsj_1_A
4572,5wqc_1_A
9812,3ipi_1_B
12411,4i5j_1_A
4842,2j4x_1_A
13679,2q22_1_A
6486,1vch_1_A
3793,2nqo_1_C
12811,4kns_1_A
13517,3dfu_1_B
5812,4iz9_1_A
6396,2p0n_1_A
6129,1egw_1_B
5765,3csb_1_A
2836,2vg8_1_A
9082,3kyq_1_A
2962,4ki0_1_D
8456,3l00_1_A
5808,2v7q_1_D
1915,4ivv_1_A
7296,1q3c_1_A
610,2o5f_1_A
2736,5gv7_1_A
2366,4xfw_1_A
2555,3eyi_1_A
8222,3f6w_1_B
12955,2agw_1_B
3864,4aah_1_A
12387,1zq7_1_A
6111,2p9w_1_A
2320,2vtc_1_A
8934,4p0t_1_A
6786,4lv8_1_A
11814,5njf_1_A
12236,3ia1_1_B
7016,5b3p_1_A
11388,3kw2_1_B
1656,3lpm_1_B
76,3cd5_1_A
1991,2fca_1_A
3558,5mnj_1_D
10363,1q19_1_A
10349,5o0t_1_A
1575,2w7v_1_B
3170,4kdw_1_A
5855,2nps_1_D
10480,3q1n_1_A
3385,3va4_1_A
2392,5i47_1_A
10339,1tll_1_A
14304,3b6e_1_A
12412,4y12_1_A
10351,3ww0_1_B
1974,3epu_1_A
5471,1bja_1_A
9305,2ymz_1_B
4694,4l0c_1_A
1310,2fbo_1_A
3868,2nps_1_C
12259,3rmi_1_B
2256,5yfb_1_A
6620,3oxh_1_A
1864,4r7r_1_A
13835,2w18_1_A
13175,5jpi_1_A
640,2fjz_1_A
8310,4nyu_1_A
3662,2ov9_1_A
214,4g9q_1_A
1630,3ch4_1_A
9771,4dlq_1_A
13597,2axo_1_B
944,2fyu_1_G
5276,2v1x_1_A
14037,1jsu_1_C
4252,5iw9_1_B
9107,1nvp_1_B
3260,3va9_1_A
10581,4ol9_1_B
11657,2wdq_1_C
10219,2o3l_1_A
14727,2p25_1_B
11591,2rhx_1_A
2331,5ize_1_A
11211,3h6i_1_T
4286,4efd_1_C
9393,6cuq_1_B
13119,5h1d_1_A
1962,5j1l_1_A
12476,3jsj_1_B
5509,1di7_1_A
10329,1i7w_1_B
11195,3qyf_1_B
12440,5wwo_1_B
14769,1wq6_1_A
11272,6az2_1_B
1242,4yod_1_A
9383,1xk5_1_A
14614,3rb5_1_A
13485,3h8d_1_B
105,4nng_1_A
12747,5ly9_1_B
320,3zc8_1_A
3579,4j8c_1_B
6849,1t0i_1_B
12092,1lla_1_A
6127,3b5p_1_A
2963,1t80_1_A
5450,3eay_1_A
4037,1kjn_1_B
2690,2rek_1_A
1522,2id0_1_A
5107,1nxj_1_A
1413,2j3w_1_A
12802,2yk4_1_A
12700,3jzv_1_B
790,5d78_1_A
13755,5ukl_1_C
13321,3wwv_1_B
9237,1i1r_1_D
4835,2wy3_1_A
6207,1b0p_1_A
13491,2pyg_1_A
8437,3go5_1_A
179,1wr8_1_A
13413,5t47_1_B
4470,3t7m_1_A
13521,4tnb_1_A
2781,3bzu_1_D
11384,4ks9_1_A
4409,5xpv_1_B
5123,3fsb_1_A
11815,1pk8_1_D
11232,5c30_1_A
13579,3ddy_1_A
13647,3w15_1_B
11087,4bjj_1_A
3647,4z9f_1_C
1873,1auq_1_A
12302,4czx_1_D
5939,3ppv_1_A
